time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-09 00:00:00+00:00,0,0,17,4
2026-02-10 00:00:00+00:00,5,4,1,1
2026-02-11 00:00:00+00:00,1,1,3,3
2026-02-12 00:00:00+00:00,2,2,1,1
2026-02-13 00:00:00+00:00,5,5,0,0
2026-02-14 00:00:00+00:00,0,0,1,1
2026-02-15 00:00:00+00:00,5,5,7,2
2026-02-16 00:00:00+00:00,2,2,0,0
2026-02-17 00:00:00+00:00,2,2,3,3
2026-02-18 00:00:00+00:00,3,3,14,3
2026-02-19 00:00:00+00:00,6,5,6,1
2026-02-20 00:00:00+00:00,12,11,1,1
2026-02-21 00:00:00+00:00,13,11,2,2
2026-02-22 00:00:00+00:00,18,17,1,1
